reviewText,Positive
"I have not run out of anything since downloading this app.  Whenever I use the last of ""something"", or think of something I need I just  key it in.  Then when I shop the shopping list is right there in my phone.  No more paper lists to lose or leave at h",1
"Help!! I cant stop scanning bar codes! I've tried many others but this ones a keeper. Being able to scan a bar code &amp; share the list, eliminates any excuse for my hubby buying the wrong product! Creating a pantry list shows me exactly what's in my ca",1
"This is definitely one of my favorite and most used apps. I'm not a big 'list' person, but this is so easy to use, so easy to add stuff when i'm thinking about it instead of when I'm on the way out the door. And if I forget to look at it while at the sto",1
This is good product easy use and works well. I have no problems with it and  is easy to use.,1
Very handy app for jotting down things needed at stores.  You can even make different lists for different stops.  And it is quick to get into and put something on list on the go.,1
"The major strength of this app is its simplicity. No, it doesn't do everything under the sun, and that's a good thing! It keeps lists, LOTS of lists, and they're easy to use. @ the last reviewer, you can cross off items on the lists by press-and-hold (do",1
easy to use and I love the scanner. My list is complete and easy to read before I leave the house.,1
"Finally, a list app that I can categorize by my favorite store's aisles! Easy to add to the list as I shop and when I put the prices in for the items in my cart, it gives me a running total so I know how close I am to my budget.",1
Hubby and I sync all the lists so we have the same info on our Asus tablets.  We can also have unshared lists.  Fabulous!  We have better things to talk about than what we need to remember to buy.  The app is easy to use.  The barcode scanner is responsi,1
"I LOVE this app. The interface is well-designed and intuitive. I love being able to edit my lists on my android phone, Kindle or computer. I can share lists with my husband or email them. I can make multiple errands lists and shopping lists by the store.",1
"First off I want to say that I'm not a developer for this app. You don't have to be the developer of an app to like it. Believe it or not, people's opinions differ, so just because you don't like something doesn't mean someone else won't as well. Use com",1
"Very easy to use and keeps track of your total purchase.  You know if you have enough money to checkout or missed something on your list.  On repeat visits to the store, it's obvious what prices have gone up or down.  Fun app!",1
"I use this app on my Kindle HD.  I've tried at least 20 different grocery list apps, and this is the only one I kept. If you are looking for just a quick list, this is the app to use. On the flip side, if you like more info on your list, you have the abi",1
"This App is such a great tool without a lot of useless bells and whistles.  For starters, my husband and I share a shopping list, so we are on the same page with what is needed at the store and can update in real time, even as the other is doing the shop",1
I think I use this app more than all of the rest combined.  Great for all kinds of shopping and even budgeting.  I love this app.,1
Not fast and helpful.. I spent more time figuring it out and browsing then it would have taken me to write out a list and go shopping.,0
I liked this app .  Although at times it is hard to download the bar scans into my cell phone.  It is nice to send it to my husband when he is at the store.  He always forgets thr grocery list!,1
Had this app for awhile.  Played around with the data aspects and found that it could do everything I needed and some more...  the new deals feature is awesome.... make life easier for all those time consuming lists and errands...plus I can share lists o,1
"The perfect app for those of us in charge of the weekly grocery shopping. This app removes the need for a traditional paper list, and having to make that same (or similar) list week after week. Being able to track the cost of an item from one week to the",1
This ap makes my life so easy. Its incredibly versatile and can be customized on so many different levels. It even shows you the local sales items in your area by store. So happy Ive found this ap.,1
love this app. i use it for far more than just groceries. it's the best list making app i've found.,1
"I have been using this app for about 1 month and love, love, love it!  I started with the free app (which is great) then paid for the unlock app which allows me to do a little more with it (I love bells and whistles).  I don't have a smart phone so I can",1
Out of Milk is wonderful.  No more looking for little post its in my purse or searching the house to find my grocery list.,1
I definatly liked this app. It was easy to use and a great organizer so that I don't forget the shopping list at home! : ) 5 stars!,1
"Have had this since 2012 and used it countless times, as well as suggesting it to others since it's such a useful app.",1
you can add brand name or general items. this is perfect for me since we rely on the paper list on the kitchen counter :-),1
"Having used OurGroceries for about 6 months, I wasn't satisfied with the fact that it was almost never updated and it is just a drag to use visually.  It functioned, but then I tried Out of Milk and was relieved to find out that it did the same things an",1
This is a must have app and I use it on ALL my devices and my partners too so if I have a list of things we need he has one too as they sync up great.,1
"I love the Out of Milk, Grocery Shopping List program that I bought for my android smart phone. The program allows you to make up separate customized shopping lists for different stores or occasions and save them to be used over again. You can arrange ea",1
"I use this app all the time. I love being able to put my grocery list on my phone or other mobile device it's great. I am one of those people that forget my grocery lists at home all the time,but I always have my phone with me!",1
"I am using the free version of this app. At first i wondered if i would use it much, but the more I use it the more I find to list out and it is so easy to add and to check off the lists.",1
I love this program.  I've had it for quite a while and just finally set up the ability to sync it online.  Did that because I got a new phone and didn't want to lose all my custom lists!  I have lists for EVERYTHING in here!  It's great!,1
Normally I do not use these kinds of apps. They are more of a hassle than they are convenient. However I thought I would give this a chance. I deleted my previous application and downloaded this one. It surprised me at how easy it is to use. The applicat,1
"Excellent app! I will admit that I've not tried others, but I did carefully go over other shopping list reviews and through process of elimination, ended up settling on this one.My priority needs were simple, ""I should be able to...."":1.  ... make a diff",1
"This ap is very helpful.  I can go to my shopping list, or just a general list of things to do without any problem.  Helps me remember what I want to do and have to do.  Haven't tried all of the things yet, but am getting better at working it.",1
reminds me when I need things and the list is easy to find.  App does a lot of things which makes a great help.,1
You can do more with a spreadsheet.Tracks the food you have and need. Very Basic and a huge waste of time.,0
"I Had no idea what this app was.... At first I thought it was the game were you milk the cow and see how fast you can fill the farm's milk bucket, boy was I wrong..... All you do is make a stupid list ,that explains the name REALLY I'm  mad. I spent my t",0
"I liked Out of Milk quite a lot. It was so useful, I really took the time to fill the pantry with all of my necessaries, and found it very handy for making my shopping list and keeping track of what was needed.On the other hand, when an update was instal",0
I originally purchased the free version - great app so I purchased the unlock $1.99 version. So thrilled with the ease of sharing the grocery list with my husband for those times when I stop by the store without him. I know what he has added to the list ,1
"I was really looking forward to using this app, but it froze up my kindle fire hd and wouldn't let me do anything. Im glad i searched for the free version to try it first instead of just buying it like i was going to do... :/",0
This app was exactly what I was looking for. I shop with different needs in mind and this app helps me maintain running list of things without the hassle of pen & paper.  I love the barcode scanning so I can just scan the item when it's running low and n,1
"I take my Kindle everywhere.  And I do mean everywhere.  It has become my day planner, my game console, my library and my organizer.  I love, love this app for it's help in that.  The list is easy, the entire app is user friendly.  Watching the creator o",1
"While I like this and use it a lot, requiring a list- based app to be removed in order to update, thereby eradicating all lists/data, is IDIOTIC! Solution: dev update protocol should incorporate automatic cloud backup and restore of all user data!",0
Like many of us do I make a list before I go grocery shopping and like many of us also do I forget to take the list with me. However I never leave my home without my phone so therefore thanks to this app I will always have my grocery shopping list with m,1
I had it on my old phone. Just added it to the newone. I use it all the time for more  just groc.,1
"I adore this app because it helps you save money. It does this by listing all the stores in your area that have sale items. You can check ShopRite, Walbaums, A&P, Stop & Shop and Pathmark to see what's on sale and then add the item to your list. I saved ",1
"Awesome solution for an ongoing problem: How to get the family's shopping lists on the same ""page"" so to speak. I put this app on all our 'Droids & tablets. I linked them all together with my login (a BARGAIN at $2.99, I paid $4.99 & would again). Now an",1
"I just love this app!  I am used to making lists but 9 times out of 10, I forget to take it with me or can't find it.  I can make lists for ""things to do"" or groceries or all of the stores that I shop at.  Just delete them as you buy them.  I love seeing",1
Downloaded this application on a whim and now it's one of mine and my wife's most used ones. Only gripe is that there is a monthly fee for the pro one instead of a once a year one other than that it's very useful even for the free version.,1
I paid the 4.99 for the lifetime subscription pro version and it will not update. According to marketplace version 2.0.10 is out ant I am still on v2.0.8.Now they have an unlocker out for pro instead of the subscription.The app is ok8/23/11 Amazon versio,0
"I'm hard to please, but this app is excellent. Love ability to scan as well as input from scratch. Download!",1
"Moms are too busy with work and children to remember everything. So I let &#34;Out of Milk&#34; remember for me.At all times I have 3 lists going: a grocery list, a wal**** list and a to-do list. I keep my kindle in my purse so even if I just pop into a ",1
OMG! It works on the kindle fire too! ( first kindle fire) I use it for Christmas lists Its so simple add grocery go to store DONE! LOVE IT!,1
I am only typing this review in response to the several other reviews regarding dev fluff.  The one that really got me was the person saying that it was obviously dev fluff cuz who needs a to-do list app on their phone.  Are you joking or just so egotist,1
"I adore this application.  It is easy to set up, maintain, and edit you grocery list.  You can snap a picture of the UPC and it will add the product to the application along with the price.  Then once you have all your groceries added to the list you can",1
I can't figure this one out. Does not work for me at all. Don't waste your time with it. Have a better one on my computer.,0
"Too simple for my needs. Too complicated for my wants. Did not work well with other apps. I needed something I could use on my android, laptop and Kindle.",0
"I have this on smart phone. My husband has it on iPhone. If i think of something I need from the store when my husband is on way home I just put it on the list, and it sinc's with his phone list and he can get it. He knew how to since. Our phones. Wonder",1
This app is easy to use and simple to understand. I love the pantry feature so I don't over buy spices and essentials. Being able to transfer an item from the pantry list to the shopping list is convenient.,1
My wife and I sync shopping and to do lists. If there is something I want at the grocery or I use the last of something I can put it on the list. Best feature is bar code entry of grocery items while you shop.,1
A very nice and handy app! I use it whenever I go to the super market or to note downn stuff I want to remember.,1
"But then, I figured out how to use it and now it's all I use.  Spend the $0.99 for the key, as it's well worth it just to support the developer for such a fine product.",1
Great app for anyone on the go who may forget an item. You can use it for everything.I really use it daily. Great!!!!!,1
"This makes my shopping so much easier. You can scan your items or type them in. So many options to make a list, check your items off or delete them, put the prices in the note and it totals your dollar amt. love this app.  My only suggestion would be to ",1
"I was laughing when I saw this for free and started reading good reviews, so I tried it.  everything Irradiated was true.It really works very well and is well polished.  Just scan the barcodes off the package as you throw empty boxes out and it adds it t",1
"We are snowbirds and retired military. So we shop at several different store.  Safeway, Von's, Lucky's, Military Commissary, Home Depot, Costco and more. The ability to have several different lists is a big help. Also the &#34;Voice&#34;  system works ve",1
"I just love this app.  It stores whatever you buy, so you can go thru the history to make more shopping lists.  You don't have to type everything in each time you want to use it.  You can list the price of an item, thereby having a running total of your ",1
"(Comic book guy)  best soccer game ever, fun 2 player mode, great ambient sounds, good graphics, and very original method of playing the game,",1
"It took quite a number of matches to master the controls. People that complain about the controls probably didn't have enough patience. Lots of different teams. The training mode is unique. unlike other games, this one still has me hooked. They probably ",1
"I'm a fan of soccer, so almost everything about soccer is quite good for me, as well as this game. It's not the best, but quite origignal",1
I think that this is one of the more addicting games I have played and one that I actually sent to others that have smart phones for them to try out too i liked it so much,1
"the game is simple, fun and quick. I love it, my 3 year old loves it and I think even my dog can play it! its funny that people complaint that they had to figure it out by themselves without tutorials! that was way too funny. awesome game, I recommend it",1
I was a little hesitant about purchasing this app but I don't regret it at all!!!!!  IM ADDICTED TO IT!!!!!  me my friends and my cousins cant put my kindle fire down!!! this game offers fun and a challenge!!!!!!&lt;3,1
I play it on my Samsung Galaxy S3 and Motorola Xyboard and it plays smooth on both devices. The hard mode is extremely hard.,1
on the kindle it doesn't freeze up and it is really fun. I love playing it and it kills time. love the game it is awesome.,1
"this is probably one of my favorite games of this kind. its so entertaining to play. but, it can be challenging. I didn't win my first tourny till my 11th try. overall though, very fun, and no problems what so ever",1
"Asus Transformer Tablet- works GREAT, and is the best 2 player Android game I've found so far.Freezes a little while adjusting volume or brightness, fix those before you start a match.Five Stars!!HINT: DON'T move the middle player on kickoffs. :-)",1
I was searching for an app because I was going on a 20 hour car ride and nothing seemed right I woo found this game and it is incredibly fun and I will never delete it.,1
"I think it works great!! its real simple and easy to learn,basically if you can play REAL soccer then you can play this...its so entertaining!! works awesome on kindle fire! :)",1
this game is fun any other game i get is not tgat fun  fun fun fun fun fun fun fun fun fun fun,1
Downloaded on Kindle Fire today and paid for it.  Wish I had waited for it to be free.  Works awkwardly...crashes..refeshes VERY slowly...can't think of anything good to say about it!,0
It is not live. It is today's news but little more. I am a Nascar fan and I was not happy with how little there was to it.,0
lots of good info found here on this app. my husband and i r enjoying this app. hope others enjoy it as much as we do.,1
"I was hoping to be able to let my son listen to radio traffic from his hero, Kyle Bush, but all we can do is look at the schedule and some past results. Turned it on during the Pheonix race and found there is nothing &#34;live&#34; going on. Is there mor",0
It would freeze up just as the action heats up and ended three times before the the race was over.,0
really bad app/ has the same news for a week. you have to download all these other apps to view any of the video's. hard to navigate the site. not good for a nascar fan,0
Great app for keeping track of monthly bills. Easy to use but works very well. will use this app. On a regular bases.,1
I find this app to be extremely helpful in keeping track of all the bills I have. It's really helped me avoid late fees!,1
This is a really great app if you need to keep track of your bills and viewing them by a calendar is the most helpful.  I use this on my kindle fire.  The only downfall is that you can't put in your paydates to counter act the budget.,1
"This app doesn't do anything but list bills.  There is no in app calculator, and no way to follow totals within categories.",0
"I love this app! I am not a fan of crosswards; but, this app is alot of fun and challenging. Challenging because I have not completed many crosswards maybe? There are only 10 puzzels which is enough for me currently. I may want more later. I like the clu",1
Starts off slow for the folks who don't do crossword puzzles all the time.  Clear and uncluttered presentation.  Check it out.,1
This is one of the best free puzzle apps I have seen and the very first app I have concidered purchasing.,1
"There is a large selection of puzzles, they are easy to navigate and a lot of of fun. I really love it!",1
They say doing crosswords are good for us older folks. This one is nice in hat there are aids for those 'senior moments. Thanks!,1
I absolutely love this app it is so much fun and I learn so much and the ability to use the clue list is a great bonus!,1
"Nice options for checking your work and getting clues, various difficulty levels. Not too frustrating for a new crossword player.",1
"Sadly there are only a couple of ""free"" crossword puzzles.** There is the Opportunity to purchase more. WOW ! !Maybe at one time this had a lot of puzzles ...But no More . . . If you just want a puzzle or 2 go for it...** Still Looking for a Great Crossw",0
I found this app to be fun and easy to play.  My hubby and I both downloaded it and play each other.,1
"For crossword lovers - whatever your level of expertise - this app will provide hours of entertainment.As usual, some kind of background in trivia and history (and some geography) is needed to finish these puzzles, but they're still fun anyway AND you le",1
i am a rabid crossword fan. this product delivers. it is for the most part challenging. got for my samsung galaxy 2 and use when i am waiting for someone / something,1
"I have never really been into crossword puzzles, this one I really enjoy! I really do love the option to check your answers so I am not going on forever with the wrong letters.... Loo that can get aggravating.",1
I love to do crossword puzzles. This is  great I can take  Kindle with me and do  crossword puzzles anytime I have a few minutes.,1
this game is so awesome it is so easy.. i could do an essay and get it done in 10minutes. you all might think it is stupid but it is awesome.,1
"Not worth bothering with....boring....too short and too easy.  It didn't cost anything, no so loss there, but don't waste your time with this one.",0
"especially once i figured out about checking for incorrect answers &amp; being given clues!  lol (settings &quot;button&quot;)I don't mind the British slant on the clues,  either ;D",1
The puzzles of this game are mostly easy and entertaining.  I enjoy working them and it helps me relax after a long day,1
"A helpful hint for game makers: making your game free but useless to free players is an excellent way to guarantee they will not want to spend money on it, but instead uninstall and find a better game.The clues are okay but the whole thing doesn't even f",0
"I luv CROSSWORDS! &amp; this is 1 of my favorites 2 play on my new Kindle Fire HD (that I got 4 Christmas). I have yet 2 try d other crosswords available. As 4 evry1 else havn problems, hope u guyz find somthang out der datl work 4 u. I luv dis app jus d",1
You don't have to be a genius to do these and you can always have hints which help a lot. I love it and it brings me and hubby closer because we do it together.,1
"A fun way to work your brain without numbers or playing games. Perhaps not challenging enough for the hard core players, but perfect for Boomers trying to engage every brain cell possible. Clue List and hints keep you from throwing up your hands in frust",1
"great time filler for the md visit or just before bedtime.  easy instructions, just difficult enough at the end of the day to make me feel kind of smart..",1
I love crosswords so this is perfect. Plus you do not have to remember to recycle it when you are done since it is not made from paper!!,1
"Easy to use and yet challenging.  Wide variety of puzzles.  If you like crosswords, you'd love this app.  Saves on pen ink and trees!",1
"yes, this is a British game and there will be some words that are not familiar to American players.... but for any Crossword enthusiastic, this app will still be great fun.",1
I love this bacause there are so many puzzles and levels to finish. This is really relaxing after a long day  at work. I would recommend this game to my friends..,1
Challenge your family and friends to a friendly crossword puzzle game to help them improve their skills for school or any other activities.with this Crossword puzzle game.,1
"love it! very well put together app. I have really enjoyed using this app. not so difficult all the time, but enough to keep you thinking.",1
"Some words are a bit of a challenge if you aren't British, especially any slang words. I haven't had any issues on either my Galaxy S 3 or my Kindle Fire.  Nice way to pass the time.",1
"I love, love, love the Crossword Lite app ! I've always loved any kind of puzzle especially crosswords ! Loads of fun ! I would definitely recommend it to my friends and family !",1
"I agree with the previous comment that you can play this word game with no stress, which makes it a good game.",1
"I am more of a sudoku fan, but I have really enjoyed this app. It would be worth paying to get more puzzles.",1
I really love this. easy to understand. will. recommend to many friends who are all puzzel lovers like me! thanks!,1
"These puzzles are just difficult enough to make you think, without taking your entire lunch break. I recommend this app for YOUR droid device too!",1
"guess I thought it would be different, but not that much fun. hard for me you move around in the squares",0
"This app is really nice! As someone who isn't great at these puzzles, I was really grateful for the options to to reveal letters or words, and I was even able to correctly guess a few myself. I am very pleased with this!",1
I like the fact that I could tell immediately whether my letter was correct.  The help section was good.  I found it enjoyable.,1
nice game.  not to hard.  really like it.  just enough puzzels in the lite version to see if you want to buy it.,1
"The right combo of easy, difficult, and in between! And the puzzles seem to be never ending. Great for all labels of puzzlerz!  :-))",1
"I've loved this app ever since I bought it! It's fun, brain-wraking, and you can learn from it. Do you love a good challenge? BUY THIS APP NOW!!!!!!!!!!! Plus, since it's free, you won't have to worry about loosing money in your account. DO I MAKE SENSE!",1
I like any kind of puzzle game.  I have done all the puzzle.  It is fun coming up with the correct answers,1
"my husband and I do this together, fun time spent together while on road trips or sitting on the porch",1
I am enjoying this game a lot!  The puzzles are not too long so can be played during random down time. Well worth the $!,1
BORING BORING BORINGNOT WHAT I EXPECTEDDO CROSSWORDS DAILY AND PREFER THE ONLINE YAHOO SERIES BETTERYADA YADA YADA,0
"I'm not a big fan of crosswords, but this app is great. It makes playing these a whole lot of fun.",1
Crossword Lite is good to use with my grandchildren.  It's easy entertainment and works on their vocabulary.  I use it for some quiet time.,1
"fun game, works great on my kindle fire. I love word puzzle games and this is perfect for passing time.",1
I love crosswords at any time. I like that I can work on them and keep coming back to finish them at my leisure,1
An excellent way to exercise your mind!!  Crossword puzzles CAN help to ward off Alzheimer's early onset or just help people who already have it.,1
These are another favorite of mine and I do enjoy being able to download an app to work them. Happy with them!,1
very confusing.....  hard to navigate .............  do not like it at all.  will ty to get it off my i-pad,0
just the right size to work before bedtime - if you get stuck on a word you can ask for help.,1
"Not too difficult, not too easy ... just right!  I like the feature that allows you to reveal one letter hints.",1
I love crossword puzzles and have been doing them for years!These are good to do when I have a few minutes to take a break.I would recommend them to friends & family who enjoy crosswords.,1
don't listen to the first person he/she is probly right but is wrong there fun like rifles and jokes you should totally get this.,1
"I love crosswords but don't like having to wait for the solution(like in newspapers).  Awesome app for the price, free!",1
"Not only do we enjoy this individually, it entertains our companions as well! Plus, we can all practice our spelling!",1
"Just challenging enough to make it interesting and still be fun (not too hard.)  Really like how you can toggle btwn the grid and the clue list, but the clue list automatically fills in for you the letters you've put on the grid.",1
"fun and free. this program gives help when needed, but always poses a challenge. I recommend. this highly to anyone of my fellow crossword lovers!",1
I love to do crosswords in my &quot;downtime&quot; while the kids are asleep or @ school. These are a great and wonderful time killer for me.,1
"This is a fun game to have on my kindle.  Not too easy, not too difficult.  Fun navigation which was a bit challenging at first, to figure out.  Nice that if you get totally stuck, you can get the answers.",1
Use to love this app until the company sent out an &quot;update&quot; that locked puzzles that used to be free. Now you have to pay to &quot;unlock&quot; them.,0
Keeps your mind working. Great when u want to not think about something bothering u. Puzzles r challenging. Free app works great. Have had no issues at all. If u like to do puzzles this is perfect. Perfect size on my kindle HD. Thanks. Would definitely r,1
This app is well thought out and developed much more thoroughly than most of the other crossword apps. It is a lot of fun. I would recommend it to everyone.,1
Very well done. Very easy to maneuver within app. Have not yet encountered  British-centric clues/references in first several puzzles of lite version.,1
A huge variety of puzzles. I especially like being able to reveal one letter at a time as opposed to having to show the whole puzzle.,1
Nice way to pass the time.  I like the hint feature for when I am stuck! Good variety of difficulties too.,1
"I love it.  it is easy to use, and the puzzles aren't too easy or too difficult.  Hours of fun.",1
I have spent hours solving these crosswords which says a lot because I have the attention span of a gnat! The puzzles are of varying difficulties and if you're hopelessly stuck - there are hints available.  I recommend this for any crossword lover.,1
I like this game alot!!!! I play it all the time on my kindle!!! I reccomend this app!!! Very fun to play!!!!,1
This crossword puzzle game  is not very challenging or interesting. I'm more of a Wednesday ANYtime kind of a girl.,0
"Absolutely not what I thought I was getting. Started out FREE, but ended up costing me. Not a good thing.",0
Just what I was looking for! Easy to navigate and the words aren't so rare that you need to look them up.-,1
I was looking for crossword puzzles that would give me a little challenge but not frustrate me.These fit the bill. The app is easy to use and makes my brain feel as if it's getting a little exercise. As others have said it does give moreBtitish clues but,1
"This game is very interesting. It really makes you think. For those who like a good steady non-timed challenge, I recommend this app.",1
Really enjoy this app.  Recommend it to others.  Not too difficult and not too easy.  Price is right.  It is addictive.,1
"This blue version is still a challenge,  but compared to the green version it is easier.  I really enjoy the challenge and appreciate that a letter or word can be revealed. I also like the &quot;check answers# some would say its a crutch but for me its a",1
I have enjoyed doing crossword puzzles all my life.  It's a way to keep up the knowlege of spelling words correctly.,1
"really enjoying stretching my vocabulary, able to have my husband answer some of the clues too. having fun with this app.thanks!",1
"This is an enjoyable free crossword app, but the words are linked rather than completely interlocking.  If the puzzle solver doesn't know the exact word or words, he or she may have to guess at isolated letters.  For example, in ""Agra"", defined as ""a cit",1
"some easy clues, some more challenging... nice balance. I am an average player. If you are a crossword guru, this may be too easy, but it is great for a beginner.",1
crossword addiction at its best. helps when I can't sleep. challenging enough to keep me interested yet easy enough that I don't get frustrated and uninstall,1
I really enjoy this program. I haven't worked crossword puzzles in years. This is a really neat way to get started again. I like the puzzles and don't. Get frustrated if I can't. Get all the answers. I also think it is a good spelling tool. Should work w,1
Not what I expected.  I found it difficult to navigate within the game.  I have deleted this from my kindle.,0
It isn't too long and still challenging to me. I also like how it gives you a hint of what is wrong instead of having to reveal the whole puzzle or word.,1
"I personally enjoy crossword puzzles and this is a good one.  It's not too hard, but intriguing. Worth a try.",1
Relaxing and fun to do! Works great on the kindle. What can I say but 5 stars on another one!! Thanks,1
"Again, disappointment at not finding a crossword that is easy to use. These, including regular &#34;Crossword&#34; have been so disappointing.",0
"The puzzles I've finished so far have been enjoyable.  They are fairly small so I can finish them on my breaks at work, yet challenging enough to make you think without using things so obscure only a genius could possibly know it.  Basically, it is exact",1
Fun puzzles and good exercise for the mind.  Not too difficult and not too easy.  I would recommend to everyone.,1
This game is fun and relaxing! It is challenging but not frustrating. Definitely fun to do on a rainy day or while waiting on someone.,1
I'm not very good at cross words so it's not as hard as the regular ones that you find in the news papers. I would recommend this game for the mentally challenge. lol,1
"Very disappointed with the app...which was allegedly free, but after doing about 1/2 dozen puzzles, you had to pay to do more...removing it from my device!!!!!1",0
Great software for quick puzzles.  Easy to use and a lot of fun.  Plenty of puzzles to choose from.  Plenty of levels to choose from.,1
I love this so much. I have always loved doing crossword puzzles. This one lets u unlock more puzzles as u go. I might have to buy the full version because I like it so much!,1
"...to be challenging and easy enough to be fun. I like the settings options, ability to get a small hint, the graphics are good too. You can zoom in/out to see the whole puzzle or part of it. Eventually I'll finish the available puzzles that are free. Th",1
"I've only spent a little time using this application on my Kindle Fire HD.  It's easy to use, good size, and hints are adequate.",1
"This game is very awesome. It makes you think but if your stuck you can reveal a letter,word,whole puzzel,ir clear it all.",1
"I'm hard to please when it comes to crossword puzzle apps, so for me to give it 5 stars really says a lot! I'm loving it so far!  :)",1
I have finished all the puzzles and had a great time doing it.  Will probably get more before too long.,1
so fun! love that you can get a single letter hint when you need just a tiny bit of help.,1
"I have really been enjoying Crossword Lite. It is not overly  challenging, yet challenging enough to definitely keep you thinking. I like the way it's arranged and the screens look very nice.",1
"Great crossword game! Not only is this FREE, it is challenging, hard work, and a lot of fun! Download today!",1
this is a great set of crosswords. great clue lists and the option for help with word or just a letter.,1
I am purchasing the full version of this app this week. It offers challenging and fun crossword puzzles that will keep your mind stimulated for hours. Where have you been all of my life - is what I say now!,1
I got on the app and all the clues were about other countries or stuff that I haven't even heard aboutJ:,0
"A great crossword puzzle app, and is free. A lot of puzzles and you can come back and finish any puzzle you have started or start a new one and come back to finish ones you did not yet.Highly recommended.",1
I have always loved crossword puzzles and they are even better when doing them digital. I had enjoyed it very much and actually bought the full version. It doesn't disappoint.,1
"I don't always want to play a fast paced game, and when I don't this little app really comes in handy. Works beautifully on my tablet, with no graphics issues.",1
"Sometimes crossword games can seem &quot;judgmental&quot; in the way they punish for getting help or for wrong answers. Instead, this app has positive reinforcement. I appreciate it! :)",1
I signed up for the free app and have done about 5 puzzles on the Kindle Fire.  All is good thus far. Did not look at app price yet to buy the broader set of puzzles and will do so based upon the solid experience of the free (believe it is 40 or so free ,1
"This was too hard for me, my vocabulary is not good enough  to work the puzzles, I have to learn more.",0
"Challenging, but not impossible. Good variety of clues &amp; answers between puzzles (ie, clues and answers are not repetitive from puzzle to puzzle). Easy to use. Several &quot;helps&quot; to keep your game going.  A must-have for word gamers!",1
"I absolutely love my crosswords! I can do them anytime, anywhere I want to. Altho it is an easy version!",1
Really great game. I recommend it to anyone who likes crossword puzzles. Fun to work with. Think you would enjoy it also.,1
I guess I'm only twelve but I tried everything and there was nothing that worked! DO NOT get this game! (unless you're a genius) its extremely difficult and I erased it after about 30 seconds of just trying it out!,0
"What I'm looking for is a regular crossword puzzle, like the ones you find in the daily newspaper.  These puzzles are squirrely.  There are all kinds of special clues etc., that detract from just working the puzzle.  If you're a purist, don't get it.",0
This crossword puzzle app is the best! If you get stuck you can choose to have any letter or word revealed. There is an alternate layout to answer each clue horizontally in a much bigger print. Very nice puzzle app! I would buy again from Teasel without ,1
"I loved this app.  I am a crossword fanatic and enjoyed doing these on my kindle.  I have purchased other crossword apps, but this one was challenging and easy to use",1
"Really don't have any complaints a good free crossword app. I like how you can get a.hint of just one letter and check your work. App will tell you how many words you have correct, how many words you still need to complete and how many you have wrong whe",1
"Excellent games.You can set it to indicate the correct letter entry.Easily get the help (complete,letter or word)Open format, the words only connect with one or two letters.Keyboard is quite small so I use a stylus which works very well.(I have fat finge",1
I am not the greatest crossword player so this is just right for me. the puzzles are brief enough to finish in a short time and challenging enough to get my mind working. enjoyable for the person with limited time and short attention span like me.,1
I really like this app. Great puzzles with a lot of real real niice clues. I would recomend to every one. I spend hours on hours doing these puzzles. Thank you very much.,1
Lots of fun!,1
This is great mental and hand exercise.  It keeps your mind learning and builds up hand dexterity.  I am glad to find adult games.,1
User-friendly app that goes well with the Kindle Fire. Lots of puzzles too. Like other reviewers have said; its the British version. ask some words are spelt different; I.e. armour instead of armorial. But still a great app nonetheless.,1
this is a great app if you like crosswords. I'm always looking for apps good to spend a few minutes of waiting,1
Works well on my Kindle Fire.  There are plenty of puzzles to get started with and more to purchase later.Puzzles are fairly challenging.,1
"I've tried a lot of different crosswords nd I feel like this one is the perfect one for me! As a young person (17) lots of puzzles have clues that I would never be able to guess-not even in a million years. these crosswords, however, have clues that I un",1
please get scoremobile for other sports!  this app is very fast and useful.  scoremobile apps are great.  I would highly recommend it to anyone who follows soccer.,1
I love this app. It lets me look at the scores and commentary of all my favorite teams in any corner of the world. Five stars and two thumbs-up.,1
"Be careful with this App. It is only for one sport - soccer. I have ScoreMobile on my phone, but the Kindle does not have it. Only one I found was this for Soccer.",0
This is the best football (&quot;soccer&quot;) score app out there. Too bad its big cousin ScoreMobile disappeared from the amazon app store.,1
Great cryptic crosswords. I would've liked to be able to tab between clues but that's just quibbling. My chief complaint is that I wanted more puzzles. The app has 4 free but I couldn't figure out where to buy more.,1
... and have some knowledge of British words. These are British puzzles. They're created well and not too hard as long as you are comfortable with cryptic style crosswords. In a cryptic crossword each clue is a word play of some type. One clue might cont,1
I looked for an easy crossword puzzle game and this one said it was easy. They lied. There's nothing easy about this one. I took it off my device.,0
I found that your crossword puzzles are too hard for me to work and I workpuzzles in the paper every morning.,0
"These crossword puzzles were just what I've been looking for! Not too many cryptic ones readily available and these were perfect..not too easy, but not so hard as to make you lose sleep over them. I loved 'em. Thanks for thefreebie! Will definitely pay a",1
"I am an immense fan of cruptic crosswords and this app, even its free version was excellent.  I recommend it highly.",1
"Extremely hard and gratiflying,to play makes you think and think again...love it to the max....buy it try it do it..",1
"Cryptics are crosswords with complicated clues.  Rather than just test your word knowledge, they also test your creativity.  You should be able to find solving techniques on the web.  Highly recommended.This set of puzzles include some easier ones, and p",1
A nice little app which is a useful time waster when waiting for things to happen etc. A well constructed little program.,1
"I got this on the basis of other reviews and was not disappointed. I love the access to USGS and topographic maps, and as I moved to low country recently,  I have even used it to research areas nearby.  If I could integrate it with a gps tracking app and",1
